Date,Category,Subcategory,Location,Value
25/02/2016,Plumber,Bathroom Fittings,Location 4, 189.61 
29/02/2016,Plumber,Bathroom Fittings,Location 8, 812.82 
04/03/2016,Painter,Texture Painting,Location 6, 235.59 
18/04/2016,Plumber,"Tap, Wash basin and Sink",Location 10, 4.96 
20/06/2016,Plumber,Bathroom Fittings,Location 10, 607.11 
20/04/2016,Carpenter,Furniture Installation and assembly,Location 5, 129.51 
09/05/2016,Electrician,Fancy Lights,Location 8, 108.25 
28/02/2016,Electrician,Light Sockets/Holders,Location 9, 620.60 
02/06/2016,Electrician,Light Sockets/Holders,Location 6, 995.69 
25/01/2016,Plumber,Toilet And Sanitary Work,Location 1, 982.93 
22/04/2016,Carpenter,Furniture Repair/replacement,Location 9, 817.98 
07/05/2016,Security Systems,Door Lock Systems,Location 4, 6.24 
18/04/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 332.88 
19/05/2016,Electrician,Tube Lights,Location 2, 105.61 
26/05/2016,Painter,Regular Painting,Location 4, 172.01 
22/06/2016,Electrician,Other Lights,Location 10, 738.46 
08/02/2016,Security,Security Guard,Location 2, 946.66 
18/06/2016,Painter,Texture Painting,Location 6, 743.00 
21/03/2016,Electrician,Fans,Location 6, 682.90 
21/05/2016,Plumber,Bathroom Fittings,Location 5, 627.11 
09/02/2016,Electrician,Fans,Location 3, 386.77 
07/02/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 166.06 
14/05/2016,Plumber,Leakage,Location 7, 599.61 
06/02/2016,Carpenter,Furniture Repair/replacement,Location 2, 946.25 
09/03/2016,Plumber,Leakage,Location 6, 210.73 
22/05/2016,Carpenter,Furniture Repair/replacement,Location 3, 839.15 
06/06/2016,Carpenter,Bolt And Latch,Location 6, 541.41 
06/03/2016,Support Staff,Office,Location 9, 641.01 
14/04/2016,Electrician,Light Sockets/Holders,Location 1, 874.75 
27/03/2016,Carpenter,Furniture Repair/replacement,Location 10, 129.79 
10/05/2016,Electronics,Mobile,Location 2, 898.29 
05/02/2016,Electrician,Light Sockets/Holders,Location 4, 778.92 
02/03/2016,Carpenter,General Carpentry Work,Location 2, 601.12 
03/05/2016,Carpenter,General Carpentry Work,Location 2, 460.47 
16/02/2016,Electrician,Tube Lights,Location 10, 887.76 
04/07/2016,Electronics,Mobile,Location 5, 761.87 
21/02/2016,Electrician,Fans,Location 4, 367.77 
08/04/2016,Electrician,Other Lights,Location 3, 25.37 
31/03/2016,Appliances,Microwave Oven Repair,Location 1, 298.85 
31/01/2016,Appliances,Water Coolers,Location 6, 485.09 
11/02/2016,Carpenter,Furniture Repair/replacement,Location 6, 987.73 
05/05/2016,Electronics,Computer,Location 6, 916.61 
26/03/2016,Electronics,TV,Location 5, 825.61 
05/03/2016,Electronics,Mobile,Location 3, 758.52 
15/04/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 504.71 
14/03/2016,Plumber,Bathroom Fittings,Location 10, 323.67 
10/03/2016,Electrician,Tube Lights,Location 8, 998.12 
30/05/2016,Flooring,Stone & Tile Restoration,Location 10, 545.19 
09/04/2016,Painter,Texture Painting,Location 3, 886.49 
30/03/2016,Carpenter,General Carpentry Work,Location 3, 7.26 
13/06/2016,Plumber,Toilet And Sanitary Work,Location 9, 502.60 
09/03/2016,Appliances,Microwave Oven Repair,Location 6, 954.15 
15/04/2016,Electronics,Mobile,Location 1, 682.47 
16/06/2016,Electrician,"Switches, Meters and Fuses",Location 4, 678.70 
18/02/2016,Appliances,Refrigerator Repair,Location 8, 543.86 
22/03/2016,Electronics,Computer,Location 8, 907.50 
21/06/2016,Transportation,Car,Location 8, 665.50 
28/01/2016,Pest Control,Cockroach Control,Location 4, 801.85 
19/05/2016,Security Systems,Access Control,Location 4, 278.96 
23/03/2016,Carpenter,Furniture Installation and assembly,Location 5, 602.68 
20/04/2016,Electrician,Fans,Location 1, 158.25 
09/02/2016,Transportation,Mini Tempo,Location 10, 257.16 
25/05/2016,Carpenter,Furniture Repair/replacement,Location 8, 33.01 
21/04/2016,Electrician,"Switches, Meters and Fuses",Location 3, 92.20 
28/02/2016,Plumber,Leakage,Location 2, 717.88 
29/01/2016,Security,Security Guard,Location 3, 527.45 
23/03/2016,Plumber,Leakage,Location 1, 712.97 
03/02/2016,Cleaning,Office,Location 3, 412.38 
17/02/2016,Plumber,Toilet And Sanitary Work,Location 10, 846.03 
11/06/2016,Flooring,Stone & Tile Restoration,Location 9, 405.61 
20/02/2016,Carpenter,Bolt And Latch,Location 5, 359.30 
02/07/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 483.33 
17/03/2016,Painter,Texture Painting,Location 4, 153.65 
15/03/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 979.11 
01/05/2016,Pest Control,Rat Control,Location 6, 435.62 
21/02/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 300.90 
28/02/2016,Electronics,TV,Location 7, 982.17 
16/05/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 832.20 
01/05/2016,Pest Control,Ant Control,Location 4, 800.03 
23/06/2016,Records Management,Document Management,Location 6, 137.67 
19/04/2016,Pest Control,Cockroach Control,Location 10, 448.78 
26/01/2016,Carpenter,Furniture Repair/replacement,Location 6, 866.79 
21/03/2016,Carpenter,Bolt And Latch,Location 2, 26.46 
16/04/2016,Painter,Texture Painting,Location 5, 842.35 
15/03/2016,Caterer/Cook,Catering,Location 4, 832.03 
06/05/2016,Appliances,Refrigerator Repair,Location 1, 401.54 
13/06/2016,Plumber,Leakage,Location 1, 133.23 
02/05/2016,Plumber,Choke Up,Location 6, 392.80 
22/02/2016,Pest Control,Ant Control,Location 3, 776.61 
15/04/2016,Carpenter,Bolt And Latch,Location 6, 25.36 
08/03/2016,Electrician,Fans,Location 9, 412.37 
12/03/2016,Electronics,Computer,Location 5, 282.14 
04/04/2016,Appliances,Microwave Oven Repair,Location 9, 719.33 
27/01/2016,Appliances,Water Purifier,Location 5, 422.49 
08/04/2016,Security Systems,CCTV,Location 5, 897.26 
16/05/2016,Electrician,"Switches, Meters and Fuses",Location 5, 5.91 
05/04/2016,Painter,Regular Painting,Location 10, 737.21 
01/06/2016,Pest Control,Bed Bug Control,Location 3, 756.72 
26/04/2016,Carpenter,General Carpentry Work,Location 5, 355.85 
08/04/2016,Testing,Food Test,Location 6, 455.08 
18/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 621.23 
28/04/2016,Flooring,Stone & Tile Restoration,Location 3, 331.41 
29/05/2016,Carpenter,Furniture Installation and assembly,Location 4, 723.95 
05/03/2016,Plumber,Leakage,Location 8, 334.27 
16/02/2016,Plumber,Toilet And Sanitary Work,Location 4, 806.16 
09/04/2016,Carpenter,General Carpentry Work,Location 9, 727.11 
16/06/2016,Plumber,Leakage,Location 6, 188.19 
30/06/2016,Waste Management,Disposal,Location 5, 446.71 
13/03/2016,Pest Control,Termite Control,Location 4, 481.06 
06/03/2016,Plumber,Leakage,Location 2, 545.12 
10/04/2016,Appliances,Refrigerator Repair,Location 3, 257.81 
21/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 595.35 
05/07/2016,Painter,Texture Painting,Location 6, 691.76 
03/04/2016,Electrician,Other Lights,Location 4, 82.16 
19/06/2016,Appliances,Refrigerator Repair,Location 10, 732.63 
23/06/2016,Plumber,Toilet And Sanitary Work,Location 5, 77.02 
29/05/2016,Electronics,Mobile,Location 10, 821.38 
03/07/2016,Plumber,Bathroom Fittings,Location 8, 304.89 
29/02/2016,Electrician,Other Lights,Location 5, 169.30 
06/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 36.93 
21/03/2016,Painter,Regular Painting,Location 7, 638.85 
04/05/2016,Electrician,Light Sockets/Holders,Location 6, 655.86 
28/03/2016,Caterer/Cook,Catering,Location 8, 663.25 
16/05/2016,Plumber,Toilet And Sanitary Work,Location 2, 136.38 
02/04/2016,Carpenter,Bolt And Latch,Location 10, 331.77 
28/03/2016,Transportation,Car,Location 10, 888.69 
11/02/2016,Carpenter,Furniture Installation and assembly,Location 5, 402.81 
24/06/2016,Electrician,Tube Lights,Location 8, 767.49 
29/03/2016,Electronics,Mobile,Location 3, 462.66 
25/01/2016,Appliances,Refrigerator Repair,Location 5, 797.07 
27/04/2016,Carpenter,Bolt And Latch,Location 3, 97.34 
20/04/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 541.02 
25/05/2016,Carpenter,General Carpentry Work,Location 3, 772.43 
29/04/2016,Plumber,Bathroom Fittings,Location 2, 381.58 
15/02/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 1, 860.61 
16/03/2016,Courier,Courier Services,Location 3, 146.37 
05/05/2016,Painter,Regular Painting,Location 10, 153.48 
08/05/2016,Plumber,Choke Up,Location 10, 682.02 
21/03/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 729.15 
08/02/2016,Electrician,Other Lights,Location 8, 580.02 
22/05/2016,Plumber,Bathroom Fittings,Location 8, 70.53 
07/06/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 368.12 
24/03/2016,Cleaning,Furniture and Furnishings,Location 2, 857.61 
31/01/2016,Lawn and Garden,Landscaping,Location 2, 704.29 
16/03/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 641.32 
17/03/2016,Electronics,Computer,Location 9, 57.18 
10/03/2016,Carpenter,Furniture Installation and assembly,Location 6, 703.24 
12/02/2016,Electronics,Computer,Location 1, 469.35 
25/04/2016,Painter,Regular Painting,Location 9, 516.17 
24/02/2016,Electronics,Computer,Location 2, 447.90 
04/07/2016,Appliances,Refrigerator Repair,Location 7, 808.23 
27/04/2016,Transportation,Truck,Location 5, 666.96 
31/03/2016,Electrician,"Switches, Meters and Fuses",Location 6, 524.19 
04/03/2016,Painter,Regular Painting,Location 8, 874.79 
13/03/2016,Plumber,Bathroom Fittings,Location 9, 756.03 
11/02/2016,Electrician,"Switches, Meters and Fuses",Location 5, 291.44 
24/02/2016,Appliances,Water Purifier,Location 10, 790.38 
06/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 10, 788.65 
12/04/2016,Plumber,Choke Up,Location 4, 663.18 
09/03/2016,Carpenter,General Carpentry Work,Location 5, 207.65 
20/02/2016,Plumber,Choke Up,Location 5, 670.34 
28/06/2016,Painter,Regular Painting,Location 7, 328.30 
25/02/2016,Plumber,Water Tank,Location 8, 778.77 
22/04/2016,Plumber,"Tap, Wash basin and Sink",Location 10, 516.95 
13/02/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 405.09 
01/06/2016,Lawn and Garden,Gardening,Location 3, 365.66 
24/02/2016,Lawn and Garden,Landscaping,Location 4, 457.01 
23/05/2016,Electrician,Light Sockets/Holders,Location 4, 282.03 
08/06/2016,Carpenter,Furniture Installation and assembly,Location 7, 11.60 
16/05/2016,Carpenter,Bolt And Latch,Location 6, 5.52 
16/05/2016,Security Systems,Access Control,Location 2, 701.07 
06/07/2016,Electronics,Projector,Location 10, 212.11 
20/05/2016,Appliances,Water Purifier,Location 1, 833.07 
03/06/2016,Plumber,Choke Up,Location 2, 511.21 
23/06/2016,Plumber,Choke Up,Location 1, 585.85 
30/05/2016,Electrician,Wiring,Location 10, 187.10 
30/03/2016,Security,Security Guard,Location 4, 506.39 
10/04/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 42.10 
10/05/2016,Appliances,Water Purifier,Location 3, 496.26 
01/04/2016,Appliances,Water Purifier,Location 2, 423.36 
24/05/2016,Transportation,Truck,Location 1, 636.76 
09/05/2016,Lawn and Garden,Gardening,Location 5, 677.31 
05/07/2016,Painter,Regular Painting,Location 5, 405.39 
26/02/2016,Carpenter,General Carpentry Work,Location 5, 89.14 
29/02/2016,Appliances,Water Purifier,Location 7, 357.24 
03/02/2016,Carpenter,Furniture Repair/replacement,Location 1, 767.45 
02/04/2016,Carpenter,Furniture Repair/replacement,Location 5, 970.99 
09/02/2016,Security Systems,CCTV,Location 6, 313.58 
25/03/2016,Electronics,Computer,Location 7, 807.19 
15/05/2016,Painter,Texture Painting,Location 10, 571.73 
18/03/2016,Security,Security Guard,Location 7, 656.42 
01/02/2016,Electrician,Tube Lights,Location 4, 44.90 
25/05/2016,Plumber,Toilet And Sanitary Work,Location 8, 170.75 
27/01/2016,Carpenter,Furniture Repair/replacement,Location 8, 255.84 
06/06/2016,Plumber,Choke Up,Location 4, 501.31 
23/02/2016,Plumber,Toilet And Sanitary Work,Location 7, 759.12 
23/04/2016,Plumber,Bathroom Fittings,Location 4, 511.85 
04/05/2016,Electrician,Fans,Location 7, 403.32 
24/04/2016,Electrician,Light Sockets/Holders,Location 6, 68.97 
23/03/2016,Plumber,Leakage,Location 2, 156.28 
04/05/2016,Appliances,Water Purifier,Location 6, 908.80 
02/02/2016,Appliances,Cooler,Location 7, 480.56 
20/05/2016,Transportation,Truck,Location 10, 664.31 
11/05/2016,Plumber,Bathroom Fittings,Location 2, 91.61 
11/05/2016,Electronics,TV,Location 7, 678.15 
03/02/2016,Painter,Texture Painting,Location 4, 617.40 
26/06/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 4.20 
21/04/2016,Security,Security Guard,Location 5, 946.70 
04/03/2016,Electronics,Computer,Location 2, 718.22 
07/06/2016,Plumber,Choke Up,Location 9, 351.93 
29/02/2016,Carpenter,Bolt And Latch,Location 4, 452.41 
11/02/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 905.64 
10/02/2016,Plumber,Bathroom Fittings,Location 2, 824.72 
27/02/2016,Carpenter,General Carpentry Work,Location 5, 296.84 
23/05/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 98.28 
28/03/2016,Pest Control,Bed Bug Control,Location 9, 45.52 
15/06/2016,Electrician,Other Lights,Location 8, 883.76 
02/02/2016,Electronics,Mobile,Location 8, 964.52 
03/07/2016,Carpenter,Bolt And Latch,Location 2, 968.53 
25/03/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 228.16 
30/03/2016,Testing,Food Test,Location 6, 829.30 
18/05/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 559.50 
26/01/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 516.30 
08/02/2016,Carpenter,Furniture Repair/replacement,Location 5, 915.55 
28/04/2016,Testing,Food Test,Location 6, 363.61 
23/04/2016,Plumber,Pipelines And Pumps,Location 8, 11.20 
15/04/2016,Electrician,Fancy Lights,Location 10, 136.88 
26/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 7, 148.92 
12/04/2016,Pest Control,Termite Control,Location 5, 533.61 
21/06/2016,Security,Security Guard,Location 1, 865.80 
30/04/2016,Appliances,Water Purifier,Location 9, 50.07 
05/06/2016,Pest Control,Termite Control,Location 2, 734.68 
05/07/2016,Electronics,TV,Location 9, 923.26 
29/04/2016,Carpenter,Furniture Repair/replacement,Location 3, 614.37 
29/04/2016,Electrician,Tube Lights,Location 1, 476.73 
26/03/2016,Electrician,Fancy Lights,Location 4, 667.58 
03/06/2016,Carpenter,Furniture Repair/replacement,Location 9, 379.73 
05/02/2016,Electrician,Other Lights,Location 1, 937.92 
29/03/2016,Carpenter,Furniture Repair/replacement,Location 8, 491.34 
24/03/2016,Plumber,Choke Up,Location 6, 491.42 
05/03/2016,Carpenter,Bolt And Latch,Location 5, 110.73 
03/04/2016,Electrician,Fans,Location 4, 223.88 
12/03/2016,Pest Control,Cockroach Control,Location 1, 47.48 
26/04/2016,Painter,Texture Painting,Location 8, 386.02 
05/05/2016,Electrician,"Switches, Meters and Fuses",Location 9, 31.26 
01/03/2016,Plumber,Pipelines And Pumps,Location 4, 589.91 
29/04/2016,Electrician,"Switches, Meters and Fuses",Location 6, 321.99 
27/04/2016,Carpenter,Furniture Repair/replacement,Location 2, 504.55 
01/06/2016,Carpenter,Furniture Repair/replacement,Location 10, 915.53 
06/04/2016,Carpenter,General Carpentry Work,Location 10, 26.98 
29/04/2016,Electrician,Light Sockets/Holders,Location 10, 568.87 
21/04/2016,Carpenter,General Carpentry Work,Location 7, 755.53 
26/02/2016,Carpenter,General Carpentry Work,Location 4, 44.48 
21/04/2016,Pest Control,Cockroach Control,Location 6, 252.25 
16/03/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 446.64 
10/06/2016,Electrician,Tube Lights,Location 2, 51.17 
19/05/2016,Electrician,Other Lights,Location 4, 429.44 
26/02/2016,Electrician,Fans,Location 3, 73.58 
29/02/2016,Electronics,Mobile,Location 10, 282.09 
01/03/2016,Lawn and Garden,Gardening,Location 4, 286.88 
28/01/2016,Plumber,Choke Up,Location 5, 168.18 
29/02/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 304.46 
05/06/2016,Pest Control,Rat Control,Location 2, 677.24 
12/02/2016,Carpenter,Furniture Repair/replacement,Location 4, 960.34 
10/02/2016,Support Staff,Office,Location 1, 594.30 
17/06/2016,Electronics,Computer,Location 3, 283.04 
23/02/2016,Appliances,Water Purifier,Location 5, 956.44 
07/04/2016,Electronics,TV,Location 8, 209.44 
20/05/2016,Electrician,"Switches, Meters and Fuses",Location 10, 341.72 
25/05/2016,Appliances,Cooler,Location 10, 509.20 
21/02/2016,Appliances,Microwave Oven Repair,Location 6, 115.86 
06/03/2016,Appliances,Microwave Oven Repair,Location 3, 931.93 
10/05/2016,Plumber,Plumbing Electronics,Location 9, 520.21 
16/03/2016,Security Systems,CCTV,Location 1, 523.83 
31/01/2016,Carpenter,Furniture Repair/replacement,Location 6, 872.15 
18/04/2016,Plumber,Bathroom Fittings,Location 2, 463.71 
28/03/2016,Waste Management,Recycle,Location 10, 837.21 
16/06/2016,Appliances,Water Coolers,Location 2, 217.52 
06/02/2016,Flooring,Stone & Tile Restoration,Location 7, 402.35 
10/05/2016,Electrician,"Switches, Meters and Fuses",Location 2, 165.58 
07/03/2016,Plumber,Bathroom Fittings,Location 2, 833.41 
03/03/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 801.65 
25/03/2016,Carpenter,Furniture Repair/replacement,Location 7, 249.69 
07/07/2016,Water Supply,Mineral Water,Location 1, 117.59 
26/01/2016,Electronics,Computer,Location 7, 496.54 
14/06/2016,Painter,Texture Painting,Location 1, 51.37 
10/03/2016,Appliances,Refrigerator Repair,Location 1, 199.93 
02/07/2016,Pest Control,Mosquito Control,Location 3, 800.83 
11/03/2016,Painter,Regular Painting,Location 8, 862.76 
25/03/2016,Carpenter,Bolt And Latch,Location 1, 791.12 
27/03/2016,Lawn and Garden,Landscaping,Location 3, 424.73 
24/06/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 452.21 
03/04/2016,Plumber,"Tap, Wash basin and Sink",Location 10, 475.52 
08/02/2016,Pest Control,Mosquito Control,Location 2, 474.90 
08/06/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 287.73 
13/04/2016,Plumber,"Tap, Wash basin and Sink",Location 1, 564.74 
13/04/2016,Carpenter,General Carpentry Work,Location 8, 642.01 
17/06/2016,Plumber,Toilet And Sanitary Work,Location 7, 24.78 
17/06/2016,Electrician,Light Sockets/Holders,Location 7, 709.15 
27/05/2016,Plumber,Choke Up,Location 9, 495.71 
25/01/2016,Painter,Texture Painting,Location 7, 10.34 
08/06/2016,Plumber,Choke Up,Location 8, 167.31 
07/06/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 252.93 
23/05/2016,Pest Control,Mosquito Control,Location 9, 464.80 
11/05/2016,Security,Security Guard,Location 2, 127.49 
30/04/2016,Carpenter,Furniture Repair/replacement,Location 7, 231.96 
29/01/2016,Electronics,Mobile,Location 2, 845.84 
24/04/2016,Carpenter,General Carpentry Work,Location 9, 991.34 
01/03/2016,Appliances,Water Purifier,Location 9, 465.41 
15/03/2016,Electronics,TV,Location 5, 59.65 
02/04/2016,Electrician,Tube Lights,Location 7, 700.59 
19/03/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 378.46 
26/06/2016,Electronics,Computer,Location 8, 167.68 
01/06/2016,Pest Control,Cockroach Control,Location 1, 24.01 
27/06/2016,Electronics,TV,Location 9, 87.57 
27/02/2016,Cleaning,Furniture and Furnishings,Location 4, 633.60 
14/04/2016,Appliances,Water Purifier,Location 1, 969.54 
19/03/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 530.17 
09/06/2016,Electrician,Other,Location 8, 671.91 
13/06/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 909.76 
28/01/2016,Plumber,Pipelines And Pumps,Location 8, 288.91 
05/06/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 3, 857.15 
08/02/2016,Electrician,Fans,Location 10, 789.62 
08/03/2016,Carpenter,Furniture Repair/replacement,Location 5, 416.21 
